484360,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,吉利博越换错变速箱油厂家未回复处理,服务态度厂家不回复人员技术修出新问题人员技术操作不规范,2020-06-15,处理反馈
484358,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200制动总泵损坏充电机损坏厂家无货,制动系统刹车失灵制动系统刹车泵故障车身附件及电器充电故障配件争议无零配件,2020-06-15,信息审核
484357,宝马（进口）,宝马5系GT,2015款 528i 豪华型,进口宝马5系GT空气悬挂漏气导致塌陷,前后桥及悬挂系统悬挂故障,2020-06-15,处理反馈
484356,北京现代,现代ix35,2018款 2.0L 自动 两驱 智勇·畅享版,北京现代ix35两前刹车盘异常磨损刹车异响,制动系统异响制动系统异常磨损制动系统刹车盘问题服务态度不解决问题服务态度不予索赔,2020-06-15,用户评分
484355,东南汽车,V3菱悦,2015款 1.5L 手动 幸福版,东南V3菱悦出售问题车安全带生产日期差距大,销售欺诈出售问题车,2020-06-15,处理反馈
484354,东风标致,标致508,2015款 1.6THP 自动 致臻版,东风标致508冷车启动发动机有异响声,发动机异响,2020-06-15,处理反馈
484353,东风本田,本田XR-V,2015款 1.5L LXi CVT经典版,东风本田XR-V启动时VTC作动器有异响,发动机异响,2020-06-15,处理反馈
484352,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱异响希望厂家处理,变速器异响,2020-06-15,处理反馈
484347,东风标致,标致408,2019款 360THP 自动 豪华版 国VI,东风标致408底盘异响发动机故障灯亮,发动机异响发动机故障灯亮前后桥及悬挂系统底盘异响,2020-06-15,信息审核
484346,东风标致,标致408,2014款 1.6T 自动 至尊版,东风标致408节温器故障导致故障灯亮,发动机故障灯亮发动机冷却系统故障,2020-06-15,处理反馈
484345,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际4S店出售问题车辆 变相收费,车身附件及电器部件异常磨损服务态度不解决问题服务态度厂家不回复服务收费变相收费销售欺诈出售问题车,2020-06-15,处理反馈
484343,江铃汽车,驭胜S350,2016款 2.0T 自动 两驱 汽油 豪华版 5座,江铃驭胜S350车身生锈 门锁失灵 胶条脱落,车身附件及电器车身生锈车身附件及电器密封条损坏车身附件及电器中控锁故障,2020-06-15,处理反馈
484342,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越挡位灯不亮与厂家宣传不符,销售欺诈与宣传不符,2020-06-15,用户评分
484340,奇瑞汽车,捷途X90,2019款 1.6T DCT 耀旅版 5座 国VI,奇瑞捷途X90销售承诺终身免费保养不兑现,承诺不兑现销售承诺不兑现,2020-06-15,用户评分
484335,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲享版,东风雪铁龙C4L转向柱松动影响安全,转向系统方向盘自由间隙过大,2020-06-15,厂家受理
484330,吉利新能源,嘉际新能源,2021款 ePro 1.5TD PHEV 尊享型,吉利嘉际新能源备胎槽支架磨损备胎,车身附件及电器后备箱故障,2020-06-15,处理反馈
484329,猎豹汽车,猎豹CS10,2017款 2.0T 自动 豪华型,猎豹CS10传感器损坏导致变速箱无法挂挡,变速器无法换挡变速器无法加速,2020-06-15,信息审核
484322,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱天窗异响维修未解决,车身附件及电器车身异响人员技术多次返修人员技术查不出原因,2020-06-15,用户评分
484317,猎豹汽车,猎豹CS10,2017款 2.0T 自动 都市型,猎豹CS10仪表提示发动机和ABS故障灯亮,发动机故障灯亮发动机动力消失变速器异响制动系统ABS故障前后桥及悬挂系统车轮异响车身附件及电器部件开裂车身附件及电器行车安全辅助系统故障,2020-06-15,信息审核
484316,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶过程中B柱有异响,车身附件及电器车身异响,2020-06-15,用户评分
484315,广汽丰田,汉兰达,2018款 2.0T 四驱 豪华版 7座 国V,广汽丰田汉兰达刹车片异常磨损厂家不予质保,制动系统异常磨损服务态度不予索赔,2020-06-15,处理反馈
484313,宝沃汽车,宝沃BX7,2016款 28T 四驱 旗舰版 5座,宝沃BX7售后人员隐瞒保险理赔金额,承诺不兑现服务承诺不兑现,2020-06-15,用户评分
484312,东风标致,标致408,2011款 2.0 自动 豪华版,东风标致408制动距离长车门无法上锁油耗高,发动机油耗高制动系统刹车偏软车身附件及电器部件开裂车身附件及电器中控锁故障,2020-06-15,处理反馈
484308,上汽集团,荣威RX3,2018款 1.6L 手动 进取版,上汽荣威RX3发动机漏油行驶中天窗异响,发动机漏油离合器离合器失效车身附件及电器空调问题车身附件及电器天窗异响,2020-06-15,处理反馈
484307,上汽斯柯达,昊锐,2009款 1.8TSI 自动 智雅版,斯柯达昊锐车内异味严重希望厂家处理,车身附件及电器车内异味,2020-06-15,处理反馈
484304,比亚迪,比亚迪S7,2016款 2.0T 自动 尊贵型Plus,比亚迪S7变速箱换挡顿挫空挡时抖动,变速器顿挫变速器抖动,2020-06-15,用户评分
484303,上汽大众,途观,2013款 1.8TSI 自动 两驱 豪华型,上汽大众途观驾驶室前后脚垫位置积水,车身附件及电器车身漏水,2020-06-15,处理反馈
484302,北汽银翔,幻速S7,2018款 1.5T 自动 尊享型,北汽幻速S7行驶中变速箱只有一挡无法升挡,变速器无法换挡,2020-06-15,信息审核
484298,上汽斯柯达,柯珞克,2019款 TSI280 智行豪华版 国Ⅵ,斯柯达柯珞克电瓶故障导致无法启动,车身附件及电器电瓶故障,2020-06-15,处理反馈
484297,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内异响4S店无法解决,车身附件及电器车内异响车身附件及电器中控台异响车身附件及电器天窗异响服务态度不解决问题人员技术多次返修销售欺诈出售问题车,2020-06-15,用户评分
484294,上汽集团,荣威RX5 MAX,2019款 300TGI 自动 4G互联豪华版,上汽荣威RX5 MAX系统信息与实际不符,服务态度不解决问题销售欺诈出售问题车,2020-06-15,处理反馈
484293,比亚迪,比亚迪S7,2015款 2.0T 自动 旗舰型,比亚迪S7变速箱加速无力 挂挡困难,变速器无法换挡变速器无法加速变速器跳挡,2020-06-15,处理反馈
484292,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,上汽大众凌渡疑似刹车盘生锈存在质量问题,制动系统刹车盘问题制动系统生锈,2020-06-15,信息审核
484291,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越变速箱挡位灯宣传与实际不符,销售欺诈与宣传不符,2020-06-15,处理反馈
484289,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹新车B柱和天窗异响严重,车身附件及电器车内异响车身附件及电器天窗异响,2020-06-15,处理反馈
484287,上汽大众,朗逸,2018款 280TSI DSG 舒适版 国V,上汽大众朗逸低速时变速箱异响存在质量问题,变速器异响车身附件及电器车内异响,2020-06-15,处理反馈
484284,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4 A柱及B柱位置异响,车身附件及电器车身异响,2020-06-15,用户评分
484283,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景变速箱升挡时顿挫 油耗增加,变速器顿挫,2020-06-15,处理反馈
484282,吉利汽车,帝豪,2017款 1.5L CVT 向上版 三厢 百万款,吉利帝豪刹车疲软 存在安全隐患,制动系统刹车偏软,2020-06-15,用户评分
484281,吉利汽车,远景,2018款 1.5L 手动 幸福版,吉利远景车门及车身螺栓生锈厂家不解决问题,车身附件及电器车身生锈服务态度不解决问题,2020-06-15,用户评分
484280,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控B柱及后备箱异响,车身附件及电器中控台异响车身附件及电器车身异响车身附件及电器后备箱故障,2020-06-15,用户评分
484931,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408空调不制冷希望尽快处理,车身附件及电器空调问题,2020-06-16,处理反馈
484930,吉利汽车,博越,2020款 1.5TD 自动 智联PRO,吉利博越变速箱无挡位灯与宣传不符,销售欺诈与宣传不符,2020-06-16,用户评分
484929,重汽,豪沃,高栏货车,重汽豪沃发动机抖动加速无力希望处理,发动机抖动发动机功率不足,2020-06-16,信息审核
484928,奇瑞汽车,捷途X70,2018款 1.5T 自动 悦行版,捷途X70发动机抖动故障灯亮希望处理,发动机抖动发动机故障灯亮,2020-06-16,处理反馈
484927,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡位指示灯与厂家宣传不符,销售欺诈与宣传不符,2020-06-16,用户评分
484924,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡位指示灯和雾灯与宣传不符,销售欺诈与宣传不符,2020-06-16,用户评分
484921,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡位灯与宣传不符要求处理,销售欺诈与宣传不符,2020-06-16,处理反馈
484919,一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,一汽大众速腾新车车身多处出现划痕,车身附件及电器漆面起泡开裂,2020-06-16,处理反馈
484917,东风悦达起亚,起亚K3,2016款 1.6L 手动 GL,东风悦达起亚K3漆面开裂影响车辆美观,车身附件及电器漆面起泡开裂,2020-06-16,用户评分
484914,奇瑞汽车,艾瑞泽7,2016款 1.6L CVT 致尚版,奇瑞艾瑞泽7变速箱无法换挡要求处理,变速器无法换挡,2020-06-16,用户评分
484912,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越车辆多项配置与厂家宣传不符,销售欺诈与宣传不符,2020-06-16,处理反馈
484906,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越变速箱无挡位灯与宣传不符,销售欺诈与宣传不符,2020-06-16,处理反馈
484905,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶中B柱异响严重,车身附件及电器车身异响,2020-06-16,处理反馈
484904,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡位灯与雾灯配置与宣传不符,销售欺诈与宣传不符,2020-06-16,处理反馈
484902,上汽集团,名爵6,2017款 20T 自动 Trophy超级运动互联网版 国V,上汽名爵6车辆严重事故气囊未弹出,车身附件及电器气囊未弹开,2020-06-16,处理反馈
484899,观致汽车,观致3,2015款 1.6L 自动 致享型 三厢,观致3车辆暴晒后空调风向无法转换,车身附件及电器空调问题,2020-06-16,信息审核
484898,一汽-大众,宝来,2018款 1.5L 自动 舒适型,一汽大众宝来打方向沉多次维修4S店不解决,转向系统打方向沉重服务态度不解决问题服务态度不予索赔服务态度态度蛮横人员技术多次返修,2020-06-16,处理反馈
484896,众泰汽车,众泰T500,2018款 1.5T 自动 尊享型 5座,众泰T500遥控器损坏厂家没有配件订不到货,车身附件及电器车钥匙故障服务态度不解决问题配件争议无零配件,2020-06-16,处理反馈
484892,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路舒适版,上汽大众途观转向柱生锈 油耗升高,发动机油耗高车身附件及电器车身生锈,2020-06-16,用户评分
484890,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 舒适型 三厢 国V,长安马自达昂克赛拉变速箱换挡顿挫,变速器顿挫,2020-06-16,处理反馈
484889,奥迪（进口）,奥迪Q7,2018款 45 TFSI 技术型,奥迪Q7两条前轮固特异轮胎掉皮开裂,轮胎开裂轮胎起皮,2020-06-16,用户评分
484888,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越没有前雾灯和挡位指示灯与宣传不符,销售欺诈与宣传不符,2020-06-16,用户评分
484887,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越实车变速箱没有挡位提示灯,销售欺诈与宣传不符其他疑似设计缺陷,2020-06-16,用户评分
484886,北京汽车,绅宝X35,2016款 1.5L 手动 豪华版,北汽绅宝X35全车多处生锈 要求索赔,车身附件及电器车身生锈,2020-06-16,处理反馈
484885,众泰汽车,大迈X5,2015款 1.5T CVT 知县型 国IV,众泰大迈X5水箱漏水 发动机舱盖漆面开裂,发动机漏防冻液车身附件及电器漆面起泡开裂,2020-06-16,处理反馈
484884,领克汽车,领克03,2019款 2.0TD 自动 劲Pro版,领克03后尾灯灯罩边缘处出现裂痕,车身附件及电器灯罩裂纹或变形,2020-06-16,处理反馈
484883,众泰汽车,众泰T500,2018款 1.5T 手动 尊享型 5座,众泰T500中控显示屏闪烁无法使用,车身附件及电器影音系统故障,2020-06-16,处理反馈
484882,奔驰（进口）,奔驰B级,2009款 2.0L CVT 200 时尚型,进口奔驰B级变速箱阀体故障出现顿挫,变速器顿挫变速器电脑板故障,2020-06-16,信息审核
484877,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越提车后无挡位灯与宣传不符,销售欺诈与宣传不符,2020-06-16,用户评分
484876,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡位指示灯和智能手环与宣传不符,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-16,用户评分
483282,长安马自达,马自达3 昂克赛拉,2020款 1.5L 自动 质美版,长安马自达昂克赛拉电瓶故障导致启动困难,车身附件及电器电瓶故障,2020-06-12,处理反馈
483280,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 都市版,一汽丰田RAV4荣放后备箱有漏水的现象,车身附件及电器车身漏水车身附件及电器后备箱故障,2020-06-12,信息审核
483277,上汽集团,名爵HS,2019款 20T 手动 两驱 豪华版 国VI,上汽名爵HS经销商出售库存车要求处理,销售欺诈出售库存车,2020-06-12,处理反馈
483276,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度冷车启动发动机有异响,发动机异响,2020-06-12,用户评分
483272,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹后备箱天窗和B柱有异响,车身附件及电器车身异响车身附件及电器天窗异响车身附件及电器后备箱故障,2020-06-11,用户评分
483271,领克汽车,领克03,2018款 1.5TD DCT 劲Pro版 国V,领克03经销商承诺的置换补贴不予兑现,承诺不兑现销售承诺不兑现,2020-06-11,处理反馈
483270,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4 车身左右AB柱异响,车身附件及电器车身异响,2020-06-11,处理反馈
483268,上汽集团,荣威RX5,2016款 1.5T 自动 两驱 互联网智享版,上汽荣威RX5匀速行驶中变速箱强制降挡,变速器拖挡变速器跳挡,2020-06-11,处理反馈
483266,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越实车配置与宣传不符无挡位灯,销售欺诈与宣传不符,2020-06-11,用户评分
483263,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌变速箱异响 方向异响,变速器异响转向系统异响,2020-06-11,用户评分
483262,沃尔沃亚太,沃尔沃S60,2019款 S60L 改款 T5 智进进阶版,亚太沃尔沃S60安全气囊故障希望厂家处理,车身附件及电器气囊故障,2020-06-11,信息审核
483261,广汽丰田,凯美瑞,2019款 2.5Q 旗舰版 国VI,广汽丰田凯美瑞更换前轮内衬弄坏车漆,人员技术修出新问题人员技术维修技术差人员技术操作不规范,2020-06-11,处理反馈
483260,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹无人告知有大客户优惠,服务流程不完善活动不通知,2020-06-11,信息审核
483258,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响 座椅塌陷变形,车身附件及电器车内异响车身附件及电器车身异响车身附件及电器座椅故障,2020-06-11,用户评分
483257,一汽-大众,宝来,2018款 1.5L 自动 舒适型,一汽大众宝来转向柱和气囊游丝异响,转向系统异响,2020-06-11,处理反馈
483254,众泰汽车,众泰E200,2016款 纯电动 三门两座科技版,众泰E200正常行驶过程中车辆突然甩尾,前后桥及悬挂系统行驶中颠簸,2020-06-11,信息审核
483252,众泰汽车,众泰T600,2016款 1.5T 手动 尊贵型,众泰T600副驾驶座椅晃动一直无配件,车身附件及电器座椅故障配件争议无零配件,2020-06-11,处理反馈
483251,吉利汽车,远景,2019款 升级版 1.5L 手动 豪华型 国VI,吉利远景购买新车轮胎吃胎偏磨严重,前后桥及悬挂系统吃胎偏磨,2020-06-11,处理反馈
483248,东风日产,奇骏,2014款 2.0L XE CVT 两驱 时尚版,东风日产奇骏变速箱钢带磨损电磁阀故障,变速器滑阀箱故障,2020-06-11,处理反馈
483246,北京现代,朗动,2015款 1.6L 自动 尊贵型,北京现代朗动车载导航屏幕出现黑屏,车身附件及电器影音系统故障,2020-06-11,处理反馈
483244,东风标致,标致308,2018款 1.6L 自动 豪华版,东风标致308中控屏幕死机出现蓝屏,车身附件及电器影音系统故障,2020-06-11,处理反馈
483241,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞半轴漏油要求厂家召回,前后桥及悬挂系统半轴渗油,2020-06-11,处理反馈
483240,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 时尚动感型,一汽大众奥迪A4L车辆启动突然熄火,发动机熄火,2020-06-11,信息审核
483238,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹AB柱和中控异响,车身附件及电器车身异响,2020-06-11,处理反馈
483236,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 舒适型 两厢 国V,长安马自达昂克赛拉变速器异响要求索赔,变速器异响,2020-06-11,处理反馈
483232,比亚迪,宋Pro,2019款 1.5T 自动 尊贵型,比亚迪宋Pro配置表与实车不一致,承诺不兑现销售承诺不兑现,2020-06-11,处理反馈
483227,海马汽车,海马S5,2015款 1.5T 手动 运动智骋型,海马S5冷车启动时变速箱无法换挡,变速器无法换挡,2020-06-11,处理反馈
483223,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身两侧以及中控台异响,车身附件及电器中控台异响车身附件及电器车身异响,2020-06-11,用户评分
483222,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越车机系统不完善功能与宣传不符,变速器挡把总成故障车身附件及电器影音系统故障销售欺诈与宣传不符,2020-06-11,用户评分
483219,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身天窗异响希望厂家处理,车身附件及电器车身异响车身附件及电器天窗异响,2020-06-11,处理反馈
483559,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱异响顿挫不升挡,变速器异响变速器顿挫变速器无法换挡,2020-06-12,处理反馈
483556,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放车门出现明显鼓包,车身附件及电器漆面起泡开裂,2020-06-12,信息审核
